;Test true y;Pred
1444;1256.51;1257.4733
1445;1489.75;1491.19
1446;1554.59;1558.3589
1447;1217.7;1202.5431
1448;1636.58;1635.5812
1449;1688.11;1678.7477
1450;1550.93;1553.5406
1451;1406.9;1417.6345
1452;1678.26;1678.4098
1453;1727.9;1725.5187
1454;1248.28;1246.7739
1455;1250.0;1256.4805
1456;1835.2;1836.6586
1457;1478.59;1483.2146
1458;1224.15;1200.6417
1459;1468.83;1467.7076
1460;1423.1;1430.7194
1461;1387.2;1420.8729
1462;1268.78;1249.1802
1463;1595.2;1595.1327
1464;1481.94;1498.6195
1465;1482.3;1467.1451
1466;1641.74;1651.8981
1467;1485.55;1485.5171
1468;1565.7;1570.6691
1469;1372.73;1360.4056
1470;1788.47;1791.8301
1471;1728.91;1727.3278
1472;1455.52;1444.4155
1473;1753.86;1757.9225
1474;1329.19;1338.1892
1475;1369.04;1391.7919
1476;1637.47;1642.3562
1477;1673.84;1663.6971
1478;1372.2;1357.4023
1479;1422.8;1414.2291
1480;1822.59;1828.2606
1481;1607.7;1608.5673
1482;1204.8;1208.1152
1483;1553.8;1557.2284
1484;1417.3;1417.9636
1485;1399.96;1406.021
1486;1413.4;1445.3219
1487;1615.92;1615.7498
1488;1403.49;1394.5475
1489;1492.5;1492.5454
1490;1697.0;1697.4436
1491;1480.8;1480.9912
1492;1194.26;1219.5334
1493;1828.91;1833.386
1494;1389.58;1392.8472
1495;1511.62;1512.1707
1496;1847.5;1851.4934
1497;1617.95;1619.5776
1498;1575.24;1572.5167
1499;1356.5;1358.3729
1500;1537.85;1538.7661
1501;1568.9;1568.9199
1502;1689.6;1680.6906
1503;1404.6;1399.4695
1504;1431.49;1431.9028
1505;1883.25;1887.751
1506;1830.8;1831.3785
1507;1435.7;1430.5701
1508;1330.28;1312.4124
1509;1683.41;1671.101
1510;1248.2;1240.9503
1511;1294.5;1297.213
1512;1423.48;1422.6337
1513;1604.64;1603.6335
1514;1248.4;1247.6786
1515;1663.6;1661.5621
1516;1385.05;1388.5432
1517;1488.6;1505.4337
1518;1777.91;1781.4904
1519;1700.0;1696.6375
1520;1427.56;1430.2703
1521;1882.86;1879.0907
1522;1644.63;1640.4841
1523;1591.1;1592.4714
1524;1438.7;1447.7233
1525;1552.6;1559.0082
1526;1839.21;1843.5604
1527;1374.2;1379.1162
1528;1211.49;1233.704
1529;1307.7;1310.3474
1530;1528.7;1517.25
1531;1918.59;1919.1324
1532;1320.9;1300.8905
1533;1429.39;1430.0469
1534;1456.1;1461.6503
1535;1785.9;1788.5479
1536;1450.37;1444.9365
1537;1173.5;1177.1462
1538;1564.87;1568.0878
1539;1810.7;1811.0114
1540;1596.68;1600.0613
1541;1300.1;1304.0227
1542;1318.4;1320.1132
1543;1992.3;1988.8239
1544;1540.0;1540.8612
1545;1496.4;1496.3936
1546;1432.47;1424.2906
1547;1882.91;1886.0295
1548;1398.12;1394.6195
1549;1856.98;1855.5743
1550;1901.98;1905.321
1551;1356.9;1360.604
1552;1697.51;1684.7009
1553;1321.4;1303.0183
1554;1597.28;1596.8444
1555;1822.59;1828.4409
1556;1291.51;1293.8986
1557;1575.68;1600.2831
1558;1245.61;1251.7985
1559;1289.4;1251.7062
1560;1505.1;1503.2334
1561;1595.93;1607.1412
1562;1235.92;1214.9414
1563;1523.2;1519.5157
1564;1574.41;1575.6125
1565;1254.5;1217.1798
1566;1383.5;1356.1399
1567;1300.0;1301.0165
1568;1400.1;1402.9552
1569;1679.16;1681.2336
