M_C;M_A;SYM;P;T;EXP U
125.19;280.15;0;17;338.15;1208.31
125.19;280.15;0;20;338.15;1218.25
125.19;280.15;0;30;338.15;1250.4
125.19;280.15;0;40;338.15;1280.66
125.19;280.15;0;50;338.15;1309.19
125.19;280.15;0;60;338.15;1336.67
125.19;280.15;0;70;338.15;1362.89
125.19;280.15;0;80;338.15;1388.1
125.19;280.15;0;90;338.15;1412.3
125.19;280.15;0;100;338.15;1435.77
125.19;280.15;0;112.5;338.15;1463.88
125.19;280.15;0;125;338.15;1491.1
125.19;280.15;0;137.51;338.15;1517.04
125.19;280.15;0;150;338.15;1541.44
125.19;280.15;0;162.5;338.15;1565.97
125.19;280.15;0;175;338.15;1589.49
128.23;280.15;0;0.1;293.15;1279.73
128.23;280.15;0;15.2;293.15;1329.77
128.23;280.15;0;30.39;293.15;1375.34
128.23;280.15;0;45.59;293.15;1417.74
128.23;280.15;0;60.79;293.15;1457.25
128.23;280.15;0;0.1;298.15;1268.78
128.23;280.15;0;15.2;298.15;1319.02
128.23;280.15;0;30.39;298.15;1364.93
128.23;280.15;0;45.59;298.15;1407.57
128.23;280.15;0;60.79;298.15;1447.42
128.23;280.15;0;75.99;298.15;1485.03
128.23;280.15;0;91.18;298.15;1520.75
128.23;280.15;0;101.32;298.15;1543.32
128.23;280.15;0;0.1;303.15;1257.82
128.23;280.15;0;15.2;303.15;1308.03
128.23;280.15;0;30.39;303.15;1354.17
128.23;280.15;0;45.59;303.15;1397.28
128.23;280.15;0;60.79;303.15;1437.47
128.23;280.15;0;75.99;303.15;1475.37
128.23;280.15;0;91.18;303.15;1511.44
128.23;280.15;0;101.32;303.15;1534.29
128.23;280.15;0;0.1;308.15;1246.87
128.23;280.15;0;15.2;308.15;1297.8
128.23;280.15;0;30.39;308.15;1344.49
128.23;280.15;0;45.59;308.15;1387.81
128.23;280.15;0;60.79;308.15;1428.38
128.23;280.15;0;75.99;308.15;1466.5
128.23;280.15;0;91.18;308.15;1502.75
128.23;280.15;0;101.32;308.15;1525.72
128.23;280.15;0;0.1;313.15;1235.92
128.23;280.15;0;15.2;313.15;1287.87
128.23;280.15;0;30.39;313.15;1334.85
128.23;280.15;0;45.59;313.15;1378.53
128.23;280.15;0;60.79;313.15;1419.29
128.23;280.15;0;75.99;313.15;1457.67
128.23;280.15;0;91.18;313.15;1494.11
128.23;280.15;0;101.32;313.15;1517.22
128.23;280.15;0;0.1;318.15;1224.97
128.23;280.15;0;15.2;318.15;1277.36
128.23;280.15;0;30.39;318.15;1324.83
128.23;280.15;0;45.59;318.15;1368.72
128.23;280.15;0;60.79;318.15;1409.95
128.23;280.15;0;75.99;318.15;1448.47
128.23;280.15;0;91.18;318.15;1485.04
128.23;280.15;0;101.32;318.15;1508.43
111.16;280.15;0;0.1;298.15;1285.34
111.16;280.15;0;15.2;298.15;1330.28
111.16;280.15;0;30.39;298.15;1371.9
111.16;280.15;0;45.59;298.15;1410.95
111.16;280.15;0;0.1;303.15;1274.36
111.16;280.15;0;15.2;303.15;1319.89
111.16;280.15;0;30.39;303.15;1361.98
111.16;280.15;0;45.59;303.15;1401.19
111.16;280.15;0;61;303.15;1438.03
111.16;280.15;0;0.1;308.15;1263.44
111.16;280.15;0;15.2;308.15;1309.46
111.16;280.15;0;30.39;308.15;1351.93
111.16;280.15;0;45.59;308.15;1391.6
111.16;280.15;0;61;308.15;1428.71
111.16;280.15;0;76;308.15;1463.76
111.16;280.15;0;0.1;313.15;1252.58
111.16;280.15;0;15.2;313.15;1298.94
111.16;280.15;0;30.39;313.15;1341.87
111.16;280.15;0;45.59;313.15;1381.74
111.16;280.15;0;61;313.15;1419.42
111.16;280.15;0;76;313.15;1454.73
111.16;280.15;0;0.1;318.15;1241.71
111.16;280.15;0;15.2;318.15;1289.11
111.16;280.15;0;30.39;318.15;1332.35
111.16;280.15;0;45.59;318.15;1372.73
111.16;280.15;0;61;318.15;1410.4
111.16;280.15;0;76;318.15;1445.96
111.16;280.15;0;0.1;323.15;1230.85
111.16;280.15;0;15.2;323.15;1278.38
111.16;280.15;0;30.39;323.15;1322.2
111.16;280.15;0;45.59;323.15;1362.8
111.16;280.15;0;61;323.15;1400.83
111.16;280.15;0;76;323.15;1436.77
111.16;280.15;0;0.1;288.07;1265.75
111.16;280.15;0;15.2;288.07;1309.08
111.16;280.15;0;30.39;288.07;1350.9
111.16;280.15;0;45.59;288.07;1389.68
111.16;280.15;0;60.8;288.07;1426.12
111.16;280.15;0;75.99;288.07;1460.66
111.16;280.15;0;91.18;288.07;1493.55
111.16;280.15;0;101.32;288.07;1514.48
111.16;280.15;0;0.1;292.87;1249.78
111.16;280.15;0;15.2;292.87;1298.85
111.16;280.15;0;30.39;292.87;1340.83
111.16;280.15;0;45.59;292.87;1379.98
111.16;280.15;0;60.8;292.87;1416.8
111.16;280.15;0;75.99;292.87;1451.5
111.16;280.15;0;91.18;292.87;1484.55
111.16;280.15;0;101.32;292.87;1505.74
111.16;280.15;0;0.1;298.13;1240.96
111.16;280.15;0;15.2;298.13;1287.27
111.16;280.15;0;30.39;298.13;1329.68
111.16;280.15;0;45.59;298.13;1369.04
111.16;280.15;0;60.8;298.13;1406.29
111.16;280.15;0;75.99;298.13;1441.57
111.16;280.15;0;91.18;298.13;1475.01
111.16;280.15;0;101.32;298.13;1495.92
111.16;280.15;0;0.1;308.11;1218.5
111.16;280.15;0;15.2;308.11;1266.53
111.16;280.15;0;30.39;308.11;1309.79
111.16;280.15;0;45.59;308.11;1350.01
111.16;280.15;0;60.8;308.11;1387.64
111.16;280.15;0;75.99;308.11;1423.4
111.16;280.15;0;91.18;308.11;1457.24
111.16;280.15;0;101.32;308.11;1478.85
111.16;280.15;0;0.1;318.25;1196.8
111.16;280.15;0;15.2;318.25;1245.95
111.16;280.15;0;30.39;318.25;1290.11
111.16;280.15;0;45.59;318.25;1331.02
111.16;280.15;0;60.8;318.25;1369.19
111.16;280.15;0;75.99;318.25;1405.41
111.16;280.15;0;91.18;318.25;1439.56
111.16;280.15;0;101.32;318.25;1461.36
111.16;95.09;0;0.101;293.15;1778.25
111.16;95.09;0;15.2;293.15;1815.53
111.16;95.09;0;30.39;293.15;1850.01
111.16;95.09;0;45.59;293.15;1882.91
111.16;95.09;0;60.79;293.15;1915.83
111.16;95.09;0;0.101;298.15;1765.66
111.16;95.09;0;15.2;298.15;1803.43
111.16;95.09;0;30.39;298.15;1838.22
111.16;95.09;0;45.59;298.15;1871.28
111.16;95.09;0;60.79;298.15;1903.43
111.16;95.09;0;0.101;303.15;1753.21
111.16;95.09;0;15.2;303.15;1791.42
111.16;95.09;0;30.39;303.15;1827.06
111.16;95.09;0;45.59;303.15;1860.54
111.16;95.09;0;60.79;303.15;1892.18
111.16;95.09;0;0.101;313.15;1728.59
111.16;95.09;0;15.2;313.15;1767.74
111.16;95.09;0;30.39;313.15;1803.77
111.16;95.09;0;45.59;313.15;1837.59
111.16;95.09;0;60.79;313.15;1869.91
111.16;95.09;0;0.101;323.15;1704.58
111.16;95.09;0;15.2;323.15;1743.91
111.16;95.09;0;30.39;323.15;1780.84
111.16;95.09;0;45.59;323.15;1815.59
111.16;95.09;0;60.79;323.15;1848.63
125.19;280.15;1;0.1;293.15;1636.63
125.19;280.15;1;15;293.15;1678.29
125.19;280.15;1;30.39;293.15;1718.88
125.19;280.15;1;45.59;293.15;1757
125.19;280.15;1;60.79;293.15;1793.5
125.19;280.15;1;75.99;293.15;1828.42
125.19;280.15;1;91.18;293.15;1861.68
125.19;280.15;1;101.32;293.15;1883.25
125.19;280.15;1;0.1;298.15;1623.96
125.19;280.15;1;15;298.15;1665
125.19;280.15;1;30.39;298.15;1705.78
125.19;280.15;1;45.59;298.15;1744.61
125.19;280.15;1;60.79;298.15;1781.37
125.19;280.15;1;75.99;298.15;1816.67
125.19;280.15;1;91.18;298.15;1850.3
125.19;280.15;1;101.32;298.15;1871.76
125.19;280.15;1;0.1;303.15;1611.34
125.19;280.15;1;15;303.15;1652.34
125.19;280.15;1;30.39;303.15;1693.74
125.19;280.15;1;45.59;303.15;1732.78
125.19;280.15;1;60.79;303.15;1770.25
125.19;280.15;1;75.99;303.15;1805.71
125.19;280.15;1;91.18;303.15;1839.21
125.19;280.15;1;101.32;303.15;1861.14
125.19;280.15;1;0.1;308.15;1598.78
125.19;280.15;1;15;308.15;1640.34
125.19;280.15;1;30.39;308.15;1682.09
125.19;280.15;1;45.59;308.15;1721.53
125.19;280.15;1;60.79;308.15;1759.2
125.19;280.15;1;75.99;308.15;1794.94
125.19;280.15;1;91.18;308.15;1828.91
125.19;280.15;1;101.32;308.15;1851.06
125.19;280.15;1;0.1;313.15;1586.28
125.19;280.15;1;15;313.15;1628.45
125.19;280.15;1;30.39;313.15;1670.68
125.19;280.15;1;45.59;313.15;1710.62
125.19;280.15;1;60.79;313.15;1748.29
125.19;280.15;1;75.99;313.15;1784.31
125.19;280.15;1;91.18;313.15;1818.89
125.19;280.15;1;101.32;313.15;1840.83
125.19;280.15;1;0.1;318.15;1573.73
125.19;280.15;1;15;318.15;1615.87
125.19;280.15;1;30.39;318.15;1658.67
125.19;280.15;1;45.59;318.15;1698.7
125.19;280.15;1;60.79;318.15;1736.97
125.19;280.15;1;75.99;318.15;1773.28
125.19;280.15;1;91.18;318.15;1808.06
125.19;280.15;1;101.32;318.15;1830.13
111.16;125.12;0;0.1;293.15;1691.79
111.16;125.12;0;30;293.15;1765.51
111.16;125.12;0;46;293.15;1800.81
111.16;125.12;0;61;293.15;1834.46
111.16;125.12;0;76;293.15;1866.9
111.16;125.12;0;91;293.15;1898.07
111.16;125.12;0;101;293.15;1918.59
111.16;125.12;0;0.1;298.15;1679.43
111.16;125.12;0;30;298.15;1752.68
111.16;125.12;0;46;298.15;1788.47
111.16;125.12;0;61;298.15;1822.55
111.16;125.12;0;76;298.15;1855.33
111.16;125.12;0;91;298.15;1886.79
111.16;125.12;0;101;298.15;1906.97
111.16;125.12;0;0.1;303.15;1667.18
111.16;125.12;0;30;303.15;1740.21
111.16;125.12;0;46;303.15;1776.4
111.16;125.12;0;61;303.15;1810.78
111.16;125.12;0;76;303.15;1843.67
111.16;125.12;0;91;303.15;1875.42
111.16;125.12;0;101;303.15;1895.7
111.16;125.12;0;0.1;308.15;1655.04
111.16;125.12;0;30;308.15;1728.65
111.16;125.12;0;46;308.15;1765.38
111.16;125.12;0;61;308.15;1800.04
111.16;125.12;0;76;308.15;1833.02
111.16;125.12;0;91;308.15;1864.87
111.16;125.12;0;101;308.15;1885.74
111.16;125.12;0;0.1;313.15;1643.02
111.16;125.12;0;30;313.15;1717.1
111.16;125.12;0;46;313.15;1753.86
111.16;125.12;0;61;313.15;1788.98
111.16;125.12;0;76;313.15;1822.59
111.16;125.12;0;91;313.15;1854.62
111.16;125.12;0;101;313.15;1875.4
111.16;125.12;0;0.1;318.15;1631.12
111.16;125.12;0;30;318.15;1705.54
111.16;125.12;0;46;318.15;1742.63
111.16;125.12;0;61;318.15;1777.91
111.16;125.12;0;76;318.15;1811.68
111.16;125.12;0;91;318.15;1844.17
111.16;125.12;0;101;318.15;1864.83
136.21;280.15;0;0.1;283.15;1288.1
136.21;280.15;0;5;283.15;1304
136.21;280.15;0;10;283.15;1319.7
136.21;280.15;0;20;283.15;1350.1
136.21;280.15;0;30;283.15;1379.7
136.21;280.15;0;40;283.15;1407.8
136.21;280.15;0;50;283.15;1434.8
136.21;280.15;0;60;283.15;1460.4
136.21;280.15;0;70;283.15;1484.9
136.21;280.15;0;80;283.15;1508.7
136.21;280.15;0;90;283.15;1531.6
136.21;280.15;0;95;283.15;1542.9
136.21;280.15;0;0.1;293.15;1264.1
136.21;280.15;0;5;293.15;1280.6
136.21;280.15;0;10;293.15;1296.4
136.21;280.15;0;20;293.15;1327.4
136.21;280.15;0;30;293.15;1356.9
136.21;280.15;0;40;293.15;1385.4
136.21;280.15;0;50;293.15;1412.7
136.21;280.15;0;60;293.15;1438.7
136.21;280.15;0;70;293.15;1463.5
136.21;280.15;0;80;293.15;1487.3
136.21;280.15;0;90;293.15;1510.3
136.21;280.15;0;95;293.15;1521.6
136.21;280.15;0;0.1;303.15;1240.5
136.21;280.15;0;5;303.15;1257.5
136.21;280.15;0;10;303.15;1274
136.21;280.15;0;20;303.15;1305.5
136.21;280.15;0;30;303.15;1335.2
136.21;280.15;0;40;303.15;1364
136.21;280.15;0;50;303.15;1391.8
136.21;280.15;0;60;303.15;1418.4
136.21;280.15;0;70;303.15;1443.7
136.21;280.15;0;80;303.15;1467.7
136.21;280.15;0;90;303.15;1490.9
136.21;280.15;0;95;303.15;1502.3
136.21;280.15;0;0.1;313.15;1217.9
136.21;280.15;0;5;313.15;1235.3
136.21;280.15;0;10;313.15;1252.4
136.21;280.15;0;20;313.15;1284.6
136.21;280.15;0;30;313.15;1314.9
136.21;280.15;0;40;313.15;1343.7
136.21;280.15;0;50;313.15;1371.8
136.21;280.15;0;60;313.15;1398.7
136.21;280.15;0;70;313.15;1424.3
136.21;280.15;0;80;313.15;1448.9
136.21;280.15;0;90;313.15;1472.6
136.21;280.15;0;95;313.15;1484.1
136.21;280.15;0;0.1;323.15;1196.1
136.21;280.15;0;5;323.15;1214
136.21;280.15;0;10;323.15;1231.6
136.21;280.15;0;20;323.15;1264.7
136.21;280.15;0;30;323.15;1295.5
136.21;280.15;0;40;323.15;1324.7
136.21;280.15;0;50;323.15;1352.7
136.21;280.15;0;60;323.15;1380.2
136.21;280.15;0;70;323.15;1406.4
136.21;280.15;0;80;323.15;1431.5
136.21;280.15;0;90;323.15;1455.3
136.21;280.15;0;95;323.15;1467.1
136.21;280.15;0;0.1;333.15;1175.1
136.21;280.15;0;5;333.15;1193.6
136.21;280.15;0;10;333.15;1211.6
136.21;280.15;0;20;333.15;1245.6
136.21;280.15;0;30;333.15;1277.1
136.21;280.15;0;40;333.15;1306.6
136.21;280.15;0;50;333.15;1334.9
136.21;280.15;0;60;333.15;1362.4
136.21;280.15;0;70;333.15;1389.1
136.21;280.15;0;80;333.15;1414.4
136.21;280.15;0;90;333.15;1438.7
136.21;280.15;0;95;333.15;1450.6
136.21;280.15;0;0.1;343.15;1155.1
136.21;280.15;0;5;343.15;1173.5
136.21;280.15;0;10;343.15;1192.2
136.21;280.15;0;20;343.15;1227.3
136.21;280.15;0;30;343.15;1259.5
136.21;280.15;0;40;343.15;1289.6
136.21;280.15;0;50;343.15;1318.4
136.21;280.15;0;60;343.15;1346
136.21;280.15;0;80;343.15;1398.9
136.21;280.15;0;90;343.15;1423.7
136.21;280.15;0;95;343.15;1435.8
142.26;280.15;0;0.1;283.15;1310.9
142.26;280.15;0;5;283.15;1328
142.26;280.15;0;10;283.15;1344.6
142.26;280.15;0;20;283.15;1377.3
142.26;280.15;0;30;283.15;1408.6
142.26;280.15;0;40;283.15;1438.2
142.26;280.15;0;50;283.15;1466.3
142.26;280.15;0;60;283.15;1493.1
142.26;280.15;0;70;283.15;1519.3
142.26;280.15;0;80;283.15;1544.1
142.26;280.15;0;90;283.15;1568.3
142.26;280.15;0;95;283.15;1580.1
142.26;280.15;0;0.1;293.15;1286.9
142.26;280.15;0;5;293.15;1304
142.26;280.15;0;10;293.15;1320.9
142.26;280.15;0;20;293.15;1353.6
142.26;280.15;0;30;293.15;1385.1
142.26;280.15;0;40;293.15;1415.2
142.26;280.15;0;50;293.15;1443.6
142.26;280.15;0;60;293.15;1470.9
142.26;280.15;0;70;293.15;1496.6
142.26;280.15;0;80;293.15;1521.7
142.26;280.15;0;90;293.15;1546.1
142.26;280.15;0;95;293.15;1558
142.26;280.15;0;0.1;303.15;1262.8
142.26;280.15;0;5;303.15;1280.5
142.26;280.15;0;10;303.15;1297.8
142.26;280.15;0;20;303.15;1330.8
142.26;280.15;0;30;303.15;1362.5
142.26;280.15;0;40;303.15;1393
142.26;280.15;0;50;303.15;1422.1
142.26;280.15;0;60;303.15;1449.7
142.26;280.15;0;70;303.15;1476.1
142.26;280.15;0;80;303.15;1501.5
142.26;280.15;0;90;303.15;1526
142.26;280.15;0;95;303.15;1538
142.26;280.15;0;0.1;313.15;1239.9
142.26;280.15;0;5;313.15;1258.1
142.26;280.15;0;10;313.15;1275.8
142.26;280.15;0;20;313.15;1309.4
142.26;280.15;0;30;313.15;1341.3
142.26;280.15;0;40;313.15;1372.2
142.26;280.15;0;50;313.15;1401.8
142.26;280.15;0;60;313.15;1429.9
142.26;280.15;0;70;313.15;1456.5
142.26;280.15;0;80;313.15;1482.3
142.26;280.15;0;90;313.15;1507
142.26;280.15;0;95;313.15;1519.1
142.26;280.15;0;0.1;323.15;1217.7
142.26;280.15;0;5;323.15;1236.4
142.26;280.15;0;10;323.15;1254.7
142.26;280.15;0;20;323.15;1289.1
142.26;280.15;0;30;323.15;1321.4
142.26;280.15;0;40;323.15;1352.3
142.26;280.15;0;50;323.15;1382.3
142.26;280.15;0;60;323.15;1410.9
142.26;280.15;0;70;323.15;1438.1
142.26;280.15;0;80;323.15;1464
142.26;280.15;0;90;323.15;1489.1
142.26;280.15;0;95;323.15;1501.3
142.26;280.15;0;0.1;333.15;1196.3
142.26;280.15;0;5;333.15;1215.6
142.26;280.15;0;10;333.15;1234.4
142.26;280.15;0;20;333.15;1269.7
142.26;280.15;0;30;333.15;1302.4
142.26;280.15;0;40;333.15;1333.6
142.26;280.15;0;50;333.15;1363.7
142.26;280.15;0;60;333.15;1392.8
142.26;280.15;0;70;333.15;1420.5
142.26;280.15;0;80;333.15;1446.8
142.26;280.15;0;90;333.15;1472
142.26;280.15;0;95;333.15;1484.2
142.26;280.15;0;0.1;343.15;1175.9
142.26;280.15;0;5;343.15;1195.6
142.26;280.15;0;10;343.15;1215
142.26;280.15;0;20;343.15;1251.2
142.26;280.15;0;30;343.15;1284.6
142.26;280.15;0;40;343.15;1316.1
142.26;280.15;0;50;343.15;1346.2
142.26;280.15;0;60;343.15;1375.3
142.26;280.15;0;70;343.15;1403.6
142.26;280.15;0;80;343.15;1430.3
142.26;280.15;0;90;343.15;1456.5
142.26;280.15;0;95;343.15;1469.2
156.29;280.15;0;0.1;283.15;1337
156.29;280.15;0;5;283.15;1354
156.29;280.15;0;10;283.15;1371.3
156.29;280.15;0;20;283.15;1405.1
156.29;280.15;0;30;283.15;1436.8
156.29;280.15;0;40;283.15;1466.8
156.29;280.15;0;50;283.15;1495.2
156.29;280.15;0;60;283.15;1522.8
156.29;280.15;0;70;283.15;1549.7
156.29;280.15;0;80;283.15;1575.7
156.29;280.15;0;90;283.15;1600.9
156.29;280.15;0;95;283.15;1613.4
156.29;280.15;0;0.1;293.15;1311.2
156.29;280.15;0;5;293.15;1328.2
156.29;280.15;0;10;293.15;1345.3
156.29;280.15;0;20;293.15;1378.6
156.29;280.15;0;30;293.15;1410.4
156.29;280.15;0;40;293.15;1440.6
156.29;280.15;0;50;293.15;1469.3
156.29;280.15;0;60;293.15;1496.6
156.29;280.15;0;70;293.15;1523.2
156.29;280.15;0;80;293.15;1548.7
156.29;280.15;0;90;293.15;1573.7
156.29;280.15;0;95;293.15;1585.9
156.29;280.15;0;0.1;303.15;1286.2
156.29;280.15;0;5;303.15;1303.6
156.29;280.15;0;10;303.15;1320.8
156.29;280.15;0;20;303.15;1353.9
156.29;280.15;0;30;303.15;1386.1
156.29;280.15;0;40;303.15;1416.7
156.29;280.15;0;50;303.15;1445.6
156.29;280.15;0;60;303.15;1473
156.29;280.15;0;70;303.15;1499.7
156.29;280.15;0;80;303.15;1525.3
156.29;280.15;0;90;303.15;1550.1
156.29;280.15;0;95;303.15;1562.2
156.29;280.15;0;0.1;313.15;1262
156.29;280.15;0;5;313.15;1279.8
156.29;280.15;0;10;313.15;1297.4
156.29;280.15;0;20;313.15;1330.8
156.29;280.15;0;30;313.15;1363
156.29;280.15;0;40;313.15;1394
156.29;280.15;0;50;313.15;1423.6
156.29;280.15;0;60;313.15;1451.7
156.29;280.15;0;70;313.15;1478.1
156.29;280.15;0;80;313.15;1504.4
156.29;280.15;0;90;313.15;1529.5
156.29;280.15;0;95;313.15;1541.7
156.29;280.15;0;0.1;323.15;1239.1
156.29;280.15;0;5;323.15;1257.8
156.29;280.15;0;10;323.15;1275.5
156.29;280.15;0;20;323.15;1309.7
156.29;280.15;0;30;323.15;1342
156.29;280.15;0;40;323.15;1373.3
156.29;280.15;0;50;323.15;1403.2
156.29;280.15;0;60;323.15;1431.8
156.29;280.15;0;70;323.15;1458.8
156.29;280.15;0;80;323.15;1484.9
156.29;280.15;0;90;323.15;1509.8
156.29;280.15;0;95;323.15;1522.1
156.29;280.15;0;0.1;333.15;1217
156.29;280.15;0;5;333.15;1235.8
156.29;280.15;0;10;333.15;1254.5
156.29;280.15;0;20;333.15;1289.4
156.29;280.15;0;30;333.15;1322
156.29;280.15;0;40;333.15;1353.2
156.29;280.15;0;50;333.15;1383.5
156.29;280.15;0;60;333.15;1412.3
156.29;280.15;0;70;333.15;1439.9
156.29;280.15;0;80;333.15;1467
156.29;280.15;0;90;333.15;1491.8
156.29;280.15;0;95;333.15;1503.9
156.29;280.15;0;0.1;343.15;1195.8
156.29;280.15;0;5;343.15;1215.5
156.29;280.15;0;10;343.15;1234.7
156.29;280.15;0;20;343.15;1270.7
156.29;280.15;0;30;343.15;1303.6
156.29;280.15;0;40;343.15;1334.5
156.29;280.15;0;60;343.15;1395.5
211.32;280.15;0;0.1019;293.75;1220.4
211.32;280.15;0;9.81;293.75;1259.9
211.32;280.15;0;19.62;293.75;1292.2
211.32;280.15;0;29.43;293.75;1323.4
211.32;280.15;0;39.24;293.75;1352.9
211.32;280.15;0;49.05;293.75;1381.8
211.32;280.15;0;58.86;293.75;1408.7
211.32;280.15;0;68.67;293.75;1434.4
211.32;280.15;0;78.48;293.75;1460.2
211.32;280.15;0;88.29;293.75;1483.9
211.32;280.15;0;98.1;293.75;1507.3
211.32;280.15;0;107.91;293.75;1530.2
211.32;280.15;0;117.72;293.75;1554.8
211.32;280.15;0;127.53;293.75;1575.8
211.32;280.15;0;137.34;293.75;1595
211.32;280.15;0;147.15;293.75;1616.6
211.32;280.15;0;156.96;293.75;1636.1
211.32;280.15;0;166.77;293.75;1654.8
211.32;280.15;0;176.58;293.75;1674
211.32;280.15;0;186.39;293.75;1693.1
211.32;280.15;0;196.2;293.75;1706.9
211.32;280.15;0;0.1019;312.95;1174.9
211.32;280.15;0;9.81;312.95;1214.4
211.32;280.15;0;19.62;312.95;1248.4
211.32;280.15;0;29.43;312.95;1278.6
211.32;280.15;0;39.24;312.95;1312.4
211.32;280.15;0;49.05;312.95;1342.3
211.32;280.15;0;58.86;312.95;1370.8
211.32;280.15;0;68.67;312.95;1398.1
211.32;280.15;0;78.48;312.95;1423.1
211.32;280.15;0;88.29;312.95;1447.7
211.32;280.15;0;98.1;312.95;1471.3
211.32;280.15;0;107.91;312.95;1493.6
211.32;280.15;0;117.72;312.95;1516.4
211.32;280.15;0;127.53;312.95;1538.6
211.32;280.15;0;137.34;312.95;1558.8
211.32;280.15;0;147.15;312.95;1579.7
211.32;280.15;0;156.96;312.95;1599.7
211.32;280.15;0;166.77;312.95;1618.7
211.32;280.15;0;176.58;312.95;1638
211.32;280.15;0;186.39;312.95;1656.8
211.32;280.15;0;196.2;312.95;1674.4
211.32;280.15;0;0.1019;333.15;1129.1
211.32;280.15;0;9.81;333.15;1168.4
211.32;280.15;0;19.62;333.15;1204
211.32;280.15;0;29.43;333.15;1238.6
211.32;280.15;0;39.24;333.15;1270.4
211.32;280.15;0;49.05;333.15;1300.1
211.32;280.15;0;58.86;333.15;1330.1
211.32;280.15;0;68.67;333.15;1358.2
211.32;280.15;0;78.48;333.15;1383.4
211.32;280.15;0;88.29;333.15;1410.8
211.32;280.15;0;98.1;333.15;1435.1
211.32;280.15;0;107.91;333.15;1457.7
211.32;280.15;0;117.72;333.15;1481
211.32;280.15;0;127.53;333.15;1501.9
211.32;280.15;0;137.34;333.15;1524.5
211.32;280.15;0;147.15;333.15;1546.2
211.32;280.15;0;156.96;333.15;1565.7
211.32;280.15;0;166.77;333.15;1585.8
211.32;280.15;0;176.58;333.15;1603.7
211.32;280.15;0;186.39;333.15;1623.8
211.32;280.15;0;196.2;333.15;1642.3
211.32;280.15;0;0.1019;352.95;1082.6
211.32;280.15;0;9.81;352.95;1126.9
211.32;280.15;0;19.62;352.95;1163.5
211.32;280.15;0;29.43;352.95;1200.2
211.32;280.15;0;39.24;352.95;1234
211.32;280.15;0;49.05;352.95;1264.7
211.32;280.15;0;58.86;352.95;1293.8
211.32;280.15;0;68.67;352.95;1322.3
211.32;280.15;0;78.48;352.95;1348.8
211.32;280.15;0;88.29;352.95;1374.5
211.32;280.15;0;98.1;352.95;1399.5
211.32;280.15;0;107.91;352.95;1424
211.32;280.15;0;117.72;352.95;1449.7
211.32;280.15;0;127.53;352.95;1471
211.32;280.15;0;137.34;352.95;1492.9
211.32;280.15;0;147.15;352.95;1513.4
211.32;280.15;0;156.96;352.95;1534
211.32;280.15;0;166.77;352.95;1555
211.32;280.15;0;176.58;352.95;1575.1
211.32;280.15;0;186.39;352.95;1592.4
211.32;280.15;0;196.2;352.95;1612
211.32;280.15;0;0.1019;373.05;1041.5
211.32;280.15;0;9.81;373.05;1091.3
211.32;280.15;0;19.62;373.05;1130.7
211.32;280.15;0;29.43;373.05;1166.3
211.32;280.15;0;39.24;373.05;1200.8
211.32;280.15;0;49.05;373.05;1233.4
211.32;280.15;0;58.86;373.05;1264.4
211.32;280.15;0;68.67;373.05;1293.2
211.32;280.15;0;78.48;373.05;1320.5
211.32;280.15;0;88.29;373.05;1345.9
211.32;280.15;0;98.1;373.05;1374.2
211.32;280.15;0;107.91;373.05;1397.4
211.32;280.15;0;117.72;373.05;1422.6
211.32;280.15;0;127.53;373.05;1444.5
211.32;280.15;0;137.34;373.05;1467.5
211.32;280.15;0;147.15;373.05;1489.8
211.32;280.15;0;156.96;373.05;1509.7
211.32;280.15;0;166.77;373.05;1529.1
211.32;280.15;0;176.58;373.05;1548.8
211.32;280.15;0;186.39;373.05;1567.9
211.32;280.15;0;196.2;373.05;1586.2
267.43;280.15;0;0.1019;293.75;1248.2
267.43;280.15;0;9.81;293.75;1286
267.43;280.15;0;19.62;293.75;1321.1
267.43;280.15;0;29.43;293.75;1353.7
267.43;280.15;0;39.24;293.75;1384
267.43;280.15;0;49.05;293.75;1412.4
267.43;280.15;0;58.86;293.75;1439.3
267.43;280.15;0;68.67;293.75;1464.7
267.43;280.15;0;78.48;293.75;1488.8
267.43;280.15;0;88.29;293.75;1511.9
267.43;280.15;0;98.1;293.75;1533.9
267.43;280.15;0;107.91;293.75;1555
267.43;280.15;0;117.72;293.75;1575.3
267.43;280.15;0;127.53;293.75;1594.8
267.43;280.15;0;137.34;293.75;1613.7
267.43;280.15;0;147.15;293.75;1631.9
267.43;280.15;0;156.96;293.75;1649.5
267.43;280.15;0;166.77;293.75;1666.6
267.43;280.15;0;176.58;293.75;1683.1
267.43;280.15;0;186.39;293.75;1699.2
267.43;280.15;0;196.2;293.75;1714.9
267.43;280.15;0;0.1019;312.85;1199.7
267.43;280.15;0;9.81;312.85;1239.6
267.43;280.15;0;19.62;312.85;1276.6
267.43;280.15;0;29.43;312.85;1310.9
267.43;280.15;0;39.24;312.85;1343
267.43;280.15;0;49.05;312.85;1373.2
267.43;280.15;0;58.86;312.85;1401.6
267.43;280.15;0;68.67;312.85;1428.6
267.43;280.15;0;78.48;312.85;1454.2
267.43;280.15;0;88.29;312.85;1478.7
267.43;280.15;0;98.1;312.85;1502.2
267.43;280.15;0;107.91;312.85;1524.7
267.43;280.15;0;117.72;312.85;1546.3
267.43;280.15;0;127.53;312.85;1567.1
267.43;280.15;0;137.34;312.85;1587.3
