M_C;M_A;SYM;P;T;EXP U
139.29;59.04;0;69.985;293.15;1850.8
139.29;59.04;0;79.928;293.15;1872.35
139.29;59.04;0;90.04;293.15;1894.09
139.29;59.04;0;99.956;293.15;1913.63
139.29;59.04;0;109.26;293.15;1935.94
139.29;59.04;0;119.925;293.15;1957.4
139.29;59.04;0;129.945;293.15;1976.35
139.29;59.04;0;139.956;293.15;1995.57
139.29;59.04;0;0.101;298.15;1668.73
139.29;59.04;0;0.238;298.15;1671.1
139.29;59.04;0;5.002;298.15;1681.53
139.29;59.04;0;10.02;298.15;1694.48
139.29;59.04;0;19.968;298.15;1719.78
139.29;59.04;0;29.945;298.15;1744.37
139.29;59.04;0;40.001;298.15;1768.47
139.29;59.04;0;49.987;298.15;1792.16
139.29;59.04;0;59.935;298.15;1815.24
139.29;59.04;0;69.985;298.15;1838.02
139.29;59.04;0;79.928;298.15;1860.2
139.29;59.04;0;90.04;298.15;1881.89
139.29;59.04;0;99.956;298.15;1901.98
139.29;59.04;0;109.26;298.15;1924.2
139.29;59.04;0;119.925;298.15;1945.02
139.29;59.04;0;129.945;298.15;1965.2
139.29;59.04;0;139.956;298.15;1985.18
139.29;59.04;0;0.101;313.15;1625.44
139.29;59.04;0;0.238;313.15;1628.46
139.29;59.04;0;5.002;313.15;1639.47
139.29;59.04;0;10.02;313.15;1652.97
139.29;59.04;0;19.968;313.15;1680.08
139.29;59.04;0;29.945;313.15;1704.91
139.29;59.04;0;40.001;313.15;1728.91
139.29;59.04;0;49.987;313.15;1754.87
139.29;59.04;0;59.935;313.15;1777.85
139.29;59.04;0;69.985;313.15;1802.57
139.29;59.04;0;79.928;313.15;1824.39
139.29;59.04;0;90.04;313.15;1848.43
139.29;59.04;0;99.956;313.15;1868.56
139.29;59.04;0;109.26;313.15;1892.69
139.29;59.04;0;119.925;313.15;1913.77
139.29;59.04;0;129.945;313.15;1935.49
139.29;59.04;0;139.956;313.15;1955.96
139.29;59.04;0;0.101;333.15;1572.17
139.29;59.04;0;0.238;333.15;1573.72
139.29;59.04;0;5.002;333.15;1586.42
139.29;59.04;0;10.02;333.15;1599.72
139.29;59.04;0;19.968;333.15;1629.53
139.29;59.04;0;29.945;333.15;1656.7
139.29;59.04;0;40.001;333.15;1682.45
139.29;59.04;0;49.987;333.15;1709.85
139.29;59.04;0;59.935;333.15;1734.78
139.29;59.04;0;69.985;333.15;1760.8
139.29;59.04;0;79.928;333.15;1784.38
139.29;59.04;0;90.04;333.15;1809.41
139.29;59.04;0;99.956;333.15;1831
139.29;59.04;0;109.26;333.15;1856.44
139.29;59.04;0;119.925;333.15;1879.79
139.29;59.04;0;129.945;333.15;1901.84
139.29;59.04;0;139.956;333.15;1924.04
139.29;59.04;0;0.101;353.15;1522.91
139.29;59.04;0;0.238;353.15;1527.1
139.29;59.04;0;5.002;353.15;1538.15
139.29;59.04;0;10.02;353.15;1553.51
139.29;59.04;0;19.968;353.15;1584.39
139.29;59.04;0;29.945;353.15;1613.23
139.29;59.04;0;40.001;353.15;1640.54
139.29;59.04;0;49.987;353.15;1669.83
139.29;59.04;0;59.935;353.15;1697.25
139.29;59.04;0;69.985;353.15;1723.98
139.29;59.04;0;79.928;353.15;1750.21
139.29;59.04;0;90.04;353.15;1775.79
139.29;59.04;0;99.956;353.15;1798.54
139.29;59.04;0;109.26;353.15;1825.64
139.29;59.04;0;119.925;353.15;1850.18
139.29;59.04;0;129.945;353.15;1873.96
139.29;59.04;0;139.956;353.15;1896.81
139.29;59.04;0;0.101;373.15;1477.18
139.29;59.04;0;0.238;373.15;1484.53
139.29;59.04;0;5.002;373.15;1493.16
139.29;59.04;0;10.02;373.15;1510.05
139.29;59.04;0;19.968;373.15;1542.06
139.29;59.04;0;29.945;373.15;1573.68
139.29;59.04;0;40.001;373.15;1603.32
139.29;59.04;0;49.987;373.15;1633.85
139.29;59.04;0;59.935;373.15;1660.75
139.29;59.04;0;69.985;373.15;1691.33
139.29;59.04;0;79.928;373.15;1717.99
139.29;59.04;0;90.04;373.15;1746.43
139.29;59.04;0;99.956;373.15;1770.92
139.29;59.04;0;109.26;373.15;1799.35
139.29;59.04;0;119.925;373.15;1827.28
139.29;59.04;0;129.945;373.15;1850.42
139.29;59.04;0;139.956;373.15;1874.85
139.29;59.04;0;0.101;393.15;1435.21
139.29;59.04;0;0.238;393.15;1445.94
139.29;59.04;0;5.002;393.15;1453.49
139.29;59.04;0;10.02;393.15;1470.69
139.29;59.04;0;19.968;393.15;1505.13
139.29;59.04;0;29.945;393.15;1538.12
139.29;59.04;0;40.001;393.15;1570.92
139.29;59.04;0;49.987;393.15;1601.96
139.29;59.04;0;59.935;393.15;1633.24
139.29;59.04;0;69.985;393.15;1662.76
139.29;59.04;0;79.928;393.15;1692.56
139.29;59.04;0;90.04;393.15;1720.99
139.29;59.04;0;99.956;393.15;1748.57
139.29;59.04;0;109.26;393.15;1774.69
139.29;59.04;0;119.925;393.15;1804.06
139.29;59.04;0;129.945;393.15;1830.8
139.29;59.04;0;139.956;393.15;1856.98
139.29;59.04;0;0.101;413.15;1398.12
139.29;59.04;0;0.238;413.15;1405.45
139.29;59.04;0;5.002;413.15;1417.12
139.29;59.04;0;10.02;413.15;1437.68
139.29;59.04;0;19.968;413.15;1472.47
139.29;59.04;0;29.945;413.15;1507.08
139.29;59.04;0;40.001;413.15;1541.91
139.29;59.04;0;49.987;413.15;1574.41
139.29;59.04;0;59.935;413.15;1607.47
139.29;59.04;0;69.985;413.15;1638.55
139.29;59.04;0;79.928;413.15;1668.76
139.29;59.04;0;90.04;413.15;1700.2
139.29;59.04;0;99.956;413.15;1728.62
139.29;59.04;0;109.26;413.15;1758.16
139.29;59.04;0;119.925;413.15;1786.7
139.29;59.04;0;129.945;413.15;1814.73
139.29;59.04;0;139.956;413.15;1842.34
139.29;195.81;0;0.101;273.15;1480.35
139.29;195.81;0;0.799;273.15;1481.66
139.29;195.81;0;5.486;273.17;1490.38
139.29;195.81;0;11.393;273.16;1501.25
139.29;195.81;0;20.059;273.15;1516.89
139.29;195.81;0;29.997;273.14;1534.39
139.29;195.81;0;39.921;273.13;1551.43
139.29;195.81;0;49.994;273.15;1568.27
139.29;195.81;0;59.394;273.16;1583.63
139.29;195.81;0;69.993;273.16;1600.57
139.29;195.81;0;79.797;273.16;1615.88
139.29;195.81;0;89.994;273.17;1631.45
139.29;195.81;0;99.735;273.18;1646.01
139.29;195.81;0;109.856;273.18;1660.83
139.29;195.81;0;120.11;273.18;1675.53
139.29;195.81;0;129.853;273.15;1689.26
139.29;195.81;0;139.081;273.14;1702
139.29;195.81;0;0.101;283.15;1464.65
139.29;195.81;0;1.502;283.13;1467.38
139.29;195.81;0;5.208;283.2;1474.36
139.29;195.81;0;9.939;283.17;1483.35
139.29;195.81;0;19.949;283.14;1501.96
139.29;195.81;0;29.997;283.15;1520.09
139.29;195.81;0;40.097;283.16;1537.85
139.29;195.81;0;49.994;283.15;1554.87
139.29;195.81;0;59.973;283.12;1571.65
139.29;195.81;0;69.997;283.12;1588.08
139.29;195.81;0;80.288;283.1;1604.6
139.29;195.81;0;89.997;283.15;1619.76
139.29;195.81;0;99.26;283.16;1633.99
139.29;195.81;0;109.837;283.15;1649.93
139.29;195.81;0;119.521;283.14;1664.24
139.29;195.81;0;129.833;283.14;1679.16
139.29;195.81;0;139.188;283.14;1692.44
139.29;195.81;0;0.101;293.15;1448.01
139.29;195.81;0;1.375;293.17;1450.5
139.29;195.81;0;5.097;293.18;1457.81
139.29;195.81;0;10.467;293.16;1468.28
139.29;195.81;0;19.864;293.14;1486.21
139.29;195.81;0;29.997;293.14;1505.03
139.29;195.81;0;39.342;293.14;1521.95
139.29;195.81;0;49.996;293.15;1540.77
139.29;195.81;0;60.572;293.15;1559
139.29;195.81;0;69.993;293.15;1574.87
139.29;195.81;0;80.343;293.15;1591.93
139.29;195.81;0;89.997;293.15;1607.5
139.29;195.81;0;99.322;293.15;1622.25
139.29;195.81;0;109.827;293.15;1638.54
139.29;195.81;0;118.944;293.16;1652.4
139.29;195.81;0;129.823;293.16;1668.63
139.29;195.81;0;139.727;293.16;1683.12
139.29;195.81;0;0.101;298.15;1439.36
139.29;195.81;0;1.026;298.15;1441.22
139.29;195.81;0;5.002;298.15;1449.17
139.29;195.81;0;10.006;298.15;1459.05
139.29;195.81;0;19.986;298.15;1478.35
139.29;195.81;0;29.957;298.15;1497.13
139.29;195.81;0;40.003;298.15;1515.57
139.29;195.81;0;49.968;298.15;1533.43
139.29;195.81;0;59.924;298.15;1550.85
139.29;195.81;0;70.002;298.15;1568.09
139.29;195.81;0;79.914;298.15;1584.68
139.29;195.81;0;89.925;298.15;1601.08
139.29;195.81;0;99.956;298.15;1617.17
139.29;195.81;0;109.957;298.15;1632.9
139.29;195.81;0;119.926;298.15;1648.28
139.29;195.81;0;130.001;298.15;1663.53
139.29;195.81;0;139.987;298.15;1678.37
139.29;195.81;0;0.101;313.15;1412.21
139.29;195.81;0;1.599;313.13;1415.41
139.29;195.81;0;5.173;313.15;1422.85
139.29;195.81;0;10.394;313.14;1433.65
139.29;195.81;0;20.48;313.14;1454.05
139.29;195.81;0;29.997;313.14;1472.81
139.29;195.81;0;39.931;313.14;1491.9
139.29;195.81;0;49.993;313.14;1510.77
139.29;195.81;0;60.489;313.13;1530
139.29;195.81;0;69.993;313.14;1546.99
139.29;195.81;0;79.62;313.14;1563.86
139.29;195.81;0;89.997;313.14;1581.67
139.29;195.81;0;99.479;313.14;1597.61
139.29;195.81;0;109.854;313.14;1614.73
139.29;195.81;0;119.288;313.14;1630
139.29;195.81;0;129.856;313.14;1646.79
139.29;195.81;0;139.673;313.15;1662.1
139.29;195.81;0;0.101;333.15;1373.6
139.29;195.81;0;1.901;333.11;1377.74
139.29;195.81;0;5.188;333.13;1385.05
139.29;195.81;0;10.179;333.16;1396.03
139.29;195.81;0;19.68;333.16;1416.6
139.29;195.81;0;29.997;333.15;1438.36
139.29;195.81;0;39.62;333.15;1458.12
139.29;195.81;0;49.997;333.15;1478.91
139.29;195.81;0;59.505;333.12;1497.55
139.29;195.81;0;69.993;333.14;1517.58
139.29;195.81;0;79.602;333.14;1535.56
139.29;195.81;0;89.997;333.15;1554.59
139.29;195.81;0;99.358;333.15;1571.41
139.29;195.81;0;109.833;333.15;1589.88
139.29;195.81;0;119.881;333.14;1607.27
139.29;195.81;0;129.834;333.15;1624.17
139.29;195.81;0;139.559;333.15;1640.42
139.29;195.81;0;0.101;353.15;1332.89
139.29;195.81;0;2.696;353.14;1339.2
139.29;195.81;0;5.39;353.13;1345.7
139.29;195.81;0;9.91;353.13;1356.45
139.29;195.81;0;19.861;353.13;1379.57
139.29;195.81;0;29.997;353.14;1402.47
139.29;195.81;0;39.235;353.14;1422.83
139.29;195.81;0;49.997;353.15;1445.94
139.29;195.81;0;60.089;353.15;1467.08
139.29;195.81;0;69.993;353.16;1487.35
139.29;195.81;0;79.495;353.16;1506.4
139.29;195.81;0;89.997;353.16;1527.02
139.29;195.81;0;99.103;353.16;1544.56
139.29;195.81;0;109.843;353.15;1564.87
139.29;195.81;0;119.61;353.14;1583
139.29;195.81;0;129.846;353.14;1601.66
139.29;195.81;0;138.923;353.13;1617.95
139.29;195.81;0;0.101;373.15;1290.82
139.29;195.81;0;1.023;373.15;1293.24
139.29;195.81;0;5.004;373.15;1303.61
139.29;195.81;0;9.989;373.15;1316.41
139.29;195.81;0;19.926;373.15;1341.35
139.29;195.81;0;29.954;373.15;1365.79
139.29;195.81;0;40.006;373.15;1389.58
139.29;195.81;0;49.924;373.15;1412.47
139.29;195.81;0;59.921;373.15;1434.99
139.29;195.81;0;70.003;373.15;1457.17
139.29;195.81;0;79.957;373.15;1478.59
139.29;195.81;0;89.926;373.15;1499.61
139.29;195.81;0;99.924;373.15;1520.27
139.29;195.81;0;109.926;373.15;1540.55
139.29;195.81;0;119.923;373.15;1560.46
139.29;195.81;0;129.975;373.15;1580.14
139.29;195.81;0;139.927;373.15;1599.3
139.29;195.81;0;0.101;393.15;1248.28
139.29;195.81;0;1.919;393.12;1253.51
139.29;195.81;0;5.681;393.12;1264.1
139.29;195.81;0;10.584;393.15;1277.64
139.29;195.81;0;20;393.15;1303.16
139.29;195.81;0;29.997;393.15;1329.44
139.29;195.81;0;39.883;393.15;1354.7
139.29;195.81;0;49.997;393.16;1379.85
139.29;195.81;0;60.237;393.16;1404.68
139.29;195.81;0;69.993;393.16;1427.72
139.29;195.81;0;80.465;393.16;1451.94
139.29;195.81;0;89.996;393.15;1473.53
139.29;195.81;0;99.335;393.14;1494.29
139.29;195.81;0;109.856;393.15;1517.22
139.29;195.81;0;120.799;393.16;1540.61
139.29;195.81;0;129.853;393.16;1559.65
139.29;195.81;0;139.525;393.17;1579.68
139.29;195.81;0;0.101;413.15;1206.17
139.29;195.81;0;2.021;413.13;1212.14
139.29;195.81;0;4.952;413.14;1221.09
139.29;195.81;0;9.943;413.17;1236.07
139.29;195.81;0;20.591;413.17;1267.31
139.29;195.81;0;29.997;413.15;1294.05
139.29;195.81;0;39.556;413.13;1320.44
139.29;195.81;0;49.997;413.14;1348.42
139.29;195.81;0;59.722;413.15;1373.79
139.29;195.81;0;69.993;413.15;1399.96
139.29;195.81;0;80.412;413.16;1425.87
139.29;195.81;0;89.995;413.15;1449.16
139.29;195.81;0;99.971;413.11;1473
139.29;195.81;0;109.857;413.12;1496.13
139.29;195.81;0;119.853;413.13;1519.1
139.29;195.81;0;129.856;413.15;1541.69
139.29;195.81;0;139.39;413.17;1562.89
